"tailnum","year","type","manufacturer","model","engines","seats","speed","engine"
"N828JB",2013,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"N828UA",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-131",2,179,NA,"Turbo-jet"
"N829AW",NA,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-132",2,179,NA,"Turbo-jet"
"N829DN",2014,"Fixed wing multi engine","BOEING","737-932ER",2,222,NA,"Turbo-fan"
"N829UA",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-131",2,179,NA,"Turbo-jet"
"N8301J",2012,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8302F",2012,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8303R",NA,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8305E",2012,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8306H",2012,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8307K",2012,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8308K",2012,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8309C",2012,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N830AW",NA,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-132",2,179,NA,"Turbo-jet"
"N830DN",2014,"Fixed wing multi engine","BOEING","737-932ER",2,222,NA,"Turbo-fan"
"N830UA",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-131",2,179,NA,"Turbo-jet"
"N8310C",2012,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8311Q",2012,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8312C",2012,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8313F",2012,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8314L",2012,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8315C",2012,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8316H",2012,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8317M",2012,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8318F",2012,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8319F",2012,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N831AW",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-132",2,179,NA,"Turbo-jet"
"N831MH",2000,"Fixed wing multi engine","BOEING","767-432ER",2,300,NA,"Turbo-jet"
"N831UA",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-131",2,179,NA,"Turbo-jet"
"N8320J",2012,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8321D",2012,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8322X",2012,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8323C",2012,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8324A",2012,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8325D",2012,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8326F",2012,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8327A",2012,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8328A",2012,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8329B",2012,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N832AW",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-132",2,179,NA,"Turbo-jet"
"N832UA",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-131",2,179,NA,"Turbo-jet"
"N833AW",2002,"Fixed wing multi engine","AIRBUS","A319-132",2,179,NA,"Turbo-fan"
"N833UA",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-131",2,179,NA,"Turbo-jet"
"N834AW",NA,"Fixed wing multi engine","AIRBUS","A319-132",2,179,NA,"Turbo-fan"
"N834JB",2013,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"N834MH",2000,"Fixed wing multi engine","BOEING","767-432ER",2,300,NA,"Turbo-jet"
"N834UA",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-131",2,179,NA,"Turbo-jet"
"N835AW",NA,"Fixed wing multi engine","AIRBUS","A319-132",2,179,NA,"Turbo-fan"
"N835MH",2000,"Fixed wing multi engine","BOEING","767-432ER",2,300,NA,"Turbo-jet"
"N835UA",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-131",2,179,NA,"Turbo-jet"
"N835VA",2010,"Fixed wing multi engine","AIRBUS","A320-214",2,182,NA,"Turbo-fan"
"N836AW",2005,"Fixed wing multi engine","AIRBUS","A319-132",2,179,NA,"Turbo-fan"
"N836MH",2000,"Fixed wing multi engine","BOEING","767-432ER",2,300,NA,"Turbo-jet"
"N836UA",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-131",2,179,NA,"Turbo-jet"
"N836VA",2010,"Fixed wing multi engine","AIRBUS","A320-214",2,182,NA,"Turbo-fan"
"N837AW",2005,"Fixed wing multi engine","AIRBUS","A319-132",2,179,NA,"Turbo-fan"
"N837UA",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-131",2,179,NA,"Turbo-jet"
"N837VA",2011,"Fixed wing multi engine","AIRBUS","A320-214",2,182,NA,"Turbo-fan"
"N838AW",2005,"Fixed wing multi engine","AIRBUS","A319-132",2,179,NA,"Turbo-fan"
"N838MH",2001,"Fixed wing multi engine","BOEING","767-432ER",2,300,NA,"Turbo-jet"
"N838UA",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-131",2,179,NA,"Turbo-jet"
"N838VA",2011,"Fixed wing multi engine","AIRBUS","A320-214",2,182,NA,"Turbo-fan"
"N839AW",2006,"Fixed wing multi engine","AIRBUS","A319-132",2,179,NA,"Turbo-fan"
"N839MH",2001,"Fixed wing multi engine","BOEING","767-432ER",2,300,NA,"Turbo-jet"
"N839UA",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-131",2,179,NA,"Turbo-jet"
"N839VA",2011,"Fixed wing multi engine","AIRBUS","A320-214",2,182,NA,"Turbo-fan"
"N840AW",2006,"Fixed wing multi engine","AIRBUS","A319-132",2,179,NA,"Turbo-fan"
"N840UA",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-131",2,179,NA,"Turbo-jet"
"N840VA",2011,"Fixed wing multi engine","AIRBUS","A320-214",2,182,NA,"Turbo-fan"
"N841UA",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-131",2,179,NA,"Turbo-jet"
"N841VA",NA,"Fixed wing multi engine","AIRBUS","A320-214",2,182,NA,"Turbo-fan"
"N842UA",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-131",2,179,NA,"Turbo-jet"
"N842VA",2011,"Fixed wing multi engine","AIRBUS","A320-214",2,182,NA,"Turbo-fan"
"N843MH",2002,"Fixed wing multi engine","BOEING","767-432ER",2,300,NA,"Turbo-jet"
"N843UA",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-131",2,179,NA,"Turbo-jet"
"N843VA",2011,"Fixed wing multi engine","AIRBUS","A320-214",2,182,NA,"Turbo-fan"
"N844MH",2002,"Fixed wing multi engine","BOEING","767-432ER",2,300,NA,"Turbo-jet"
"N844UA",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-131",2,179,NA,"Turbo-jet"
"N844VA",2011,"Fixed wing multi engine","AIRBUS","A320-214",2,182,NA,"Turbo-fan"
"N845UA",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-131",2,179,NA,"Turbo-jet"
"N845VA",2011,"Fixed wing multi engine","AIRBUS","A320-214",2,182,NA,"Turbo-fan"
"N846UA",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-131",2,179,NA,"Turbo-jet"
"N846VA",2011,"Fixed wing multi engine","AIRBUS","A320-214",2,182,NA,"Turbo-fan"
"N847UA",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-131",2,179,NA,"Turbo-jet"
"N847VA",2011,"Fixed wing multi engine","AIRBUS","A320-214",2,182,NA,"Turbo-fan"
"N848UA",2002,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-131",2,179,NA,"Turbo-jet"
"N848VA",2011,"Fixed wing multi engine","AIRBUS","A320-214",2,182,NA,"Turbo-fan"
"N849UA",2002,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-131",2,179,NA,"Turbo-jet"
"N849VA",2012,"Fixed wing multi engine","AIRBUS","A320-214",2,182,NA,"Turbo-fan"
"N850UA",2002,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-131",2,179,NA,"Turbo-jet"
"N851NW",2004,"Fixed wing multi engine","AIRBUS INDUSTRIE","A330-223",2,379,NA,"Turbo-jet"
"N851UA",2002,"Fixed wing multi engine","AIRBUS","A319-131",2,179,NA,"Turbo-jet"
"N851VA",2012,"Fixed wing multi engine","AIRBUS","A320-214",2,182,NA,"Turbo-fan"
"N852NW",2004,"Fixed wing multi engine","AIRBUS","A330-223",3,379,NA,"Turbo-fan"
"N852UA",2002,"Fixed wing multi engine","AIRBUS","A319-131",2,179,NA,"Turbo-jet"
"N852VA",2012,"Fixed wing multi engine","AIRBUS","A320-214",2,182,NA,"Turbo-fan"
"N853NW",2004,"Fixed wing multi engine","AIRBUS","A330-223",3,379,NA,"Turbo-fan"
"N853UA",2002,"Fixed wing multi engine","AIRBUS","A319-131",2,179,NA,"Turbo-jet"
"N853VA",2012,"Fixed wing multi engine","AIRBUS","A320-214",2,182,NA,"Turbo-fan"
"N854NW",2004,"Fixed wing multi engine","AIRBUS","A330-223",3,379,NA,"Turbo-fan"
"N854UA",2002,"Fixed wing multi engine","AIRBUS","A319-131",2,179,NA,"Turbo-jet"
"N854VA",2012,"Fixed wing multi engine","AIRBUS","A320-214",2,182,NA,"Turbo-fan"
"N855NW",2004,"Fixed wing multi engine","AIRBUS","A330-223",3,379,NA,"Turbo-fan"
"N855UA",2002,"Fixed wing multi engine","AIRBUS","A319-131",2,179,NA,"Turbo-jet"
"N855VA",2012,"Fixed wing multi engine","AIRBUS","A320-214",2,182,NA,"Turbo-fan"
"N856NW",2004,"Fixed wing multi engine","AIRBUS","A330-223",3,379,NA,"Turbo-fan"
"N857NW",2004,"Fixed wing multi engine","AIRBUS","A330-223",3,379,NA,"Turbo-fan"
"N858NW",2006,"Fixed wing multi engine","AIRBUS","A330-223",3,379,NA,"Turbo-fan"
"N859NW",2006,"Fixed wing multi engine","AIRBUS","A330-223",3,379,NA,"Turbo-fan"
"N8600F",2012,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8601C",2012,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8602F",2012,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8603F",2012,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8604K",2012,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8605E",2012,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8606C",NA,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8607M",2013,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8608N",2013,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8609A",2013,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N860NW",2006,"Fixed wing multi engine","AIRBUS","A330-223",3,379,NA,"Turbo-fan"
"N8610A",2013,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8611F",2013,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8612K",2013,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8613K",2013,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8614M",2013,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8615E",2013,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8616C",2013,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8617E",2013,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8618N",2013,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8619F",2013,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N861NW",2006,"Fixed wing multi engine","AIRBUS","A330-223",3,379,NA,"Turbo-fan"
"N8620H",2013,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8621A",2013,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8622A",2013,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8623F",2013,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8624J",2014,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8625A",2014,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8626B",2014,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8627B",2014,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8628A",2014,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8629A",2014,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8630B",2014,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8631A",2014,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8632A",2014,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8633A",2014,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8634A",2014,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8635F",2014,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8637A",2014,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8638A",2014,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8639B",2014,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8640D",2014,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8641B",2014,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8642E",2014,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8643A",2014,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8644C",2014,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8645A",2014,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8646B",2014,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8647A",2014,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8648A",2014,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8649A",2014,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8650F",2014,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8651A",2014,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8652B",2014,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N874AS",2001,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,NA,"Turbo-fan"
"N87507",2008,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"N87512",2008,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"N87513",2008,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"N87527",2010,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"N87531",2011,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"N900PC",1997,"Fixed wing multi engine","BOEING","757-26D",2,178,NA,"Turbo-jet"
"N900WN",2007,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N901AW",1985,"Fixed wing multi engine","BOEING","757-2S7",2,178,NA,"Turbo-jet"
"N901DA",1995,"Fixed wing multi engine","MCDONNELL DOUGLAS","MD-90-30",2,142,NA,"Turbo-jet"
"N901WN",2007,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N902AW",1985,"Fixed wing multi engine","BOEING","757-2S7",2,178,NA,"Turbo-jet"
"N902DA",1994,"Fixed wing multi engine","MCDONNELL DOUGLAS","MD-90-30",2,142,NA,"Turbo-jet"
"N902FR",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-111",2,147,NA,"Turbo-jet"
"N902WN",2007,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N903DA",1995,"Fixed wing multi engine","MCDONNELL DOUGLAS","MD-90-30",2,142,NA,"Turbo-jet"
"N903SW",2000,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,NA,"Turbo-fan"
"N903WN",2007,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N904AW",1986,"Fixed wing multi engine","BOEING","757-2S7",2,178,NA,"Turbo-jet"
"N904DA",1995,"Fixed wing multi engine","MCDONNELL DOUGLAS","MD-90-30",2,142,NA,"Turbo-jet"
"N904FR",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-111",2,147,NA,"Turbo-jet"
"N904WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N905AW",1986,"Fixed wing multi engine","BOEING","757-2S7",2,178,NA,"Turbo-jet"
"N905DA",1995,"Fixed wing multi engine","MCDONNELL DOUGLAS","MD-90-30",2,142,NA,"Turbo-jet"
"N905FR",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-111",2,147,NA,"Turbo-jet"
"N905SW",2000,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,NA,"Turbo-fan"
"N905WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N906DA",1995,"Fixed wing multi engine","MCDONNELL DOUGLAS","MD-90-30",2,142,NA,"Turbo-jet"
"N906FR",2002,"Fixed wing multi engine","AIRBUS","A319-111",2,147,NA,"Turbo-fan"
"N906WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N907DA",1995,"Fixed wing multi engine","MCDONNELL DOUGLAS","MD-90-30",2,142,NA,"Turbo-jet"
"N907DL",1987,"Fixed wing multi engine","MCDONNELL DOUGLAS AIRCRAFT CO","MD-88",2,142,NA,"Turbo-fan"
"N907WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N908AW",1989,"Fixed wing multi engine","BOEING","757-2G7",2,178,NA,"Turbo-jet"
"N908DA",1995,"Fixed wing multi engine","MCDONNELL DOUGLAS","MD-90-30",2,142,NA,"Turbo-jet"
"N908FR",2002,"Fixed wing multi engine","AIRBUS","A319-111",2,147,NA,"Turbo-fan"
"N908SW",2001,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,NA,"Turbo-fan"
"N908WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N909DA",1995,"Fixed wing multi engine","MCDONNELL DOUGLAS","MD-90-30",2,142,NA,"Turbo-jet"
"N909SW",2001,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,NA,"Turbo-fan"
"N909WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N910AW",1989,"Fixed wing multi engine","BOEING","757-2G7",2,178,NA,"Turbo-jet"
"N910DN",1995,"Fixed wing multi engine","MCDONNELL DOUGLAS","MD-90-30",2,142,NA,"Turbo-jet"
"N910FR",2002,"Fixed wing multi engine","AIRBUS","A319-112",2,100,NA,"Turbo-fan"
"N910SW",2001,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,NA,"Turbo-fan"
"N910WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N911DA",1995,"Fixed wing multi engine","MCDONNELL DOUGLAS","MD-90-30",2,142,NA,"Turbo-jet"
"N912DN",1996,"Fixed wing multi engine","MCDONNELL DOUGLAS","MD-90-30",2,142,NA,"Turbo-jet"
"N912FR",2002,"Fixed wing multi engine","AIRBUS","A319-111",2,147,NA,"Turbo-fan"
"N912SW",2001,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,NA,"Turbo-fan"
"N912UY",2014,"Fixed wing multi engine","AIRBUS","A321-231",2,379,NA,"Turbo-fan"
"N912WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N913DN",1996,"Fixed wing multi engine","MCDONNELL DOUGLAS","MD-90-30",2,142,NA,"Turbo-jet"
"N913SW",2001,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,NA,"Turbo-fan"
"N913US",2014,"Fixed wing multi engine","AIRBUS","A321-231",2,379,NA,"Turbo-fan"
"N913WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N914DN",1996,"Fixed wing multi engine","MCDONNELL DOUGLAS","MD-90-30",2,142,NA,"Turbo-jet"
"N914UY",2014,"Fixed wing multi engine","AIRBUS","A321-231",2,379,NA,"Turbo-fan"
"N914WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N915DN",1996,"Fixed wing multi engine","MCDONNELL DOUGLAS","MD-90-30",2,142,NA,"Turbo-jet"
"N915SW",NA,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,NA,"Turbo-fan"
"N915US",NA,"Fixed wing multi engine","AIRBUS","A321-231",2,379,NA,"Turbo-fan"
"N915WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N916DN",1996,"Fixed wing multi engine","MCDONNELL DOUGLAS","MD-90-30",2,142,NA,"Turbo-jet"
"N916SW",2002,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,NA,"Turbo-fan"
"N916WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N917DN",1997,"Fixed wing multi engine","MCDONNELL DOUGLAS","MD-90-30",2,142,NA,"Turbo-jet"
"N917SW",NA,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,NA,"Turbo-fan"
"N917WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N918DH",1998,"Fixed wing multi engine","MCDONNELL DOUGLAS","MD-90-30",2,142,NA,"Turbo-jet"
"N918FR",2003,"Fixed wing multi engine","AIRBUS","A319-111",2,147,NA,"Turbo-fan"
"N918SW",NA,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,NA,"Turbo-fan"
"N918WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N919DN",1997,"Fixed wing multi engine","MCDONNELL DOUGLAS","MD-90-30",2,142,NA,"Turbo-jet"
"N919FR",2003,"Fixed wing multi engine","AIRBUS","A319-111",2,147,NA,"Turbo-fan"
"N919SW",2002,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,NA,"Turbo-fan"
"N919WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N920DN",NA,"Fixed wing multi engine","MCDONNELL DOUGLAS","MD-90-30",2,142,NA,"Turbo-fan"
"N920FR",2003,"Fixed wing multi engine","AIRBUS","A319-111",2,147,NA,"Turbo-fan"
"N920SW",2002,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,NA,"Turbo-fan"
"N920WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N921DN",NA,"Fixed wing multi engine","MCDONNELL DOUGLAS","MD-90-30",2,142,NA,"Turbo-fan"
"N921FR",2003,"Fixed wing multi engine","AIRBUS","A319-111",2,147,NA,"Turbo-fan"
"N921WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N922DX",NA,"Fixed wing multi engine","MCDONNELL DOUGLAS","MD-90-30",2,142,NA,"Turbo-fan"
"N922FR",2003,"Fixed wing multi engine","AIRBUS","A319-111",2,147,NA,"Turbo-fan"
"N922WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N923DN",NA,"Fixed wing multi engine","BOEING","MD-90-30",2,142,NA,"Turbo-fan"
"N923FR",2003,"Fixed wing multi engine","AIRBUS","A319-111",2,147,NA,"Turbo-fan"
"N923SW",2002,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,NA,"Turbo-fan"
"N923WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N924DN",NA,"Fixed wing multi engine","BOEING","MD-90-30",2,142,NA,"Turbo-fan"
"N924FR",2003,"Fixed wing multi engine","AIRBUS","A319-111",2,147,NA,"Turbo-fan"
"N924SW",2002,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,NA,"Turbo-fan"
"N924WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N925DN",NA,"Fixed wing multi engine","BOEING","MD-90-30",2,142,NA,"Turbo-fan"
"N925FR",2004,"Fixed wing multi engine","AIRBUS","A319-111",2,147,NA,"Turbo-fan"
"N925SW",2002,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,NA,"Turbo-fan"
"N925WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N926DH",NA,"Fixed wing multi engine","BOEING","MD-90-30",2,142,NA,"Turbo-fan"
"N926FR",2004,"Fixed wing multi engine","AIRBUS","A319-111",2,147,NA,"Turbo-fan"
"N926SW",2002,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,NA,"Turbo-fan"
"N926WN",NA,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N927DN",1999,"Fixed wing multi engine","BOEING","MD-90-30",2,142,NA,"Turbo-fan"
"N927FR",2004,"Fixed wing multi engine","AIRBUS","A319-112",2,100,NA,"Turbo-fan"
"N927SW",2002,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,NA,"Turbo-fan"
